Title;Warm Price;Cold Price;Utilities Cost;Deposit;Room Size (m²);Number of Rooms;Level;Location;Amenities;Env;Year of Construction;Elevator;Parking;Kitchen;Balcony;Garden;Terrace;Move-in Date;Efficiency Class;Energy Source;Energy Demand;Link
Exklusive 5-Zi-Wohnung mit großem Balkon | Erstbezug | Neubau | in Berlin-Tiergarten;3.995;3.150;440;9.450 €;127;5;2. Geschoss;10785 Berlin Tiergarten;Bad mit Fenster, Wanne und Dusche;;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.08.2024;;Umweltwärme;18,30;https://www.immowelt.de/expose/2duxy5b
Exklusive 3-Zi-Wohnung | mit großem Balkon | Erstbezug | in Berlin-Tiergarten;2.000;1.740;260;5.220 €;67;3;1. Geschoss;10785 Berlin Tiergarten;Bad mit Dusche, barrierefrei;;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.08.2024;;Umweltwärme;18,30;https://www.immowelt.de/expose/2dpxy5b
Stilvolle 3-Zimmer Wohnung in ruhiger Lage in Charlottenburg;2.075;1.600;475;2 Monatsmieten;80;3;2. Geschoss;14197 Berlin Wilmersdorf;Bad mit Dusche;Zustand:, Neubau;1960;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dcrx5b
Moderne 2 Zimmer-Wohnung im begehrten Friedrichshain;2.460;2.100;360;2 Monatsmieten;69;2;3. Geschoss;10249 Berlin Friedrichshain;Bad mit Dusche;;1970;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dlpx5b
Wunderschöne drei Zimmer Wohnung in grüner Lage nur wenige Minuten vom Mauerpark entfernt;2.695;2.220;475;2 Monatsmieten;82;3;2. Geschoss;10439 Berlin Prenzlauer Berg;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2d8px5b
"Toll ausgestatte &amp; vollmöblierte 2 Zimmer Wohnung in excellenter Lage in Friedrichshain.";2.080;1.720;360;2 Monatsmieten;57;2;1. Geschoss;10245 Berlin Friedrichshain;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2d7nx5b
Schöne möblierte 2 Zimmer Wohnung in beliebter Lage mit vielen Parks in der Nähe;2.180;1.820;360;2 Monatsmieten;72;2;2. Geschoss;12053 Berlin Neukölln;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2djmx5b
Schöne 2 Zimmer Wohnung mit hochwertigen Möbeln direkt an der East Side Gallery.;2.330;1.970;360;2 Monatsmieten;55;2;6. Geschoss;10243 Berlin Friedrichshain;Bad mit Dusche;Sicherheitstechnik:, Empfang;2021;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dljx5b
Wohnung / Apartment frisch saniert, voll möbliert - all inclusive 1100 Euro;1.100;;;2500,00;37;1;;13589 Berlin Spandau;Bad mit Wanne;;1972;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2ddyt5b
denkmalgeschütze, charmante Altbauwohnung im Scheunenviertel;4.000;3.400;350;10.200;164;4;2. Geschoss;10119 Berlin Mitte;Bad mit Wanne und Dusche, Gäste-WC, offene Küche;Sicherheitstechnik:, Überwachungskamera, Serviceleistungen:, Reinigungsservice;1870;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;2006;;;;https://www.immowelt.de/expose/2dkgr5b
Erstbezug! Sonnen Balkon mit 4 Zimmer in Lichterfelde;2.685,40;2.435,40;250;7.306,20;110;4;;12207 Berlin Lichterfelde;;;2021;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dvfs5p
ERSTBEZUG 4 Zimmer in Lichterfelde mit tollem Balkon und Fahrstuhl;2.782,20;2.532,20;250;7.596,60;115;4;;12207 Berlin Lichterfelde;;;2021;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d4ds5p
Sonniger Balkon mit 3 Zimmer in Lichterfelde mit Fahrstuhl am Teltowkanal;2.412,60;2.162,60;250;6.487,80;98;3;;12207 Berlin Lichterfelde;;;2021;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d6bs5p
Erstbezug! 4 Zimmer mit großem Balkon in Lichterfelde Behinderten-/Rollstuhl gerecht mit Fahrstuhl;2.945;2.695;250;8.085,00;122;4;;12207 Berlin Lichterfelde;;;2021;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dh9s5p
Terrasse und Garten, 4 Zimmer in Lichterfelde Behinderten-/Rollstuhl gerecht/Barrierefreie;2.925,20;2.675,20;250;8.025,60;121;4;Erdgeschoss;12207 Berlin Lichterfelde;;;2021;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d36s5p
4 Zimmer mit Terrasse und Garten in Lichterfelde Behinderten-/Rollstuhl gerecht/Barrierefreie;2.980,20;2.730,20;250;8.190,60;124;4;Erdgeschoss;12207 Berlin Lichterfelde;;;2021;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dzwr5p
Barrierefreie 3 Zimmer mit Garten in Lichterfelde Behinderten-/Rollstuhl gerecht mit Fahrstuhl;2.555,60;2.305,60;250;6.916,80;104;3;Erdgeschoss;12207 Berlin Lichterfelde;;;2021;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dzrr5p
Elegant Altbau Gem in the Heart of Charlottenburg;;5.950;930;18450;221;6;1. Geschoss;10707 Berlin Wilmersdorf;Bad mit Fenster, Wanne und Dusche, Gäste-WC, Bad/WC getrennt;Zustand:, Altbau (bis 1945);;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dxlh5b
3-Zi WE 82qm mit Garten u. Terrasse voll möbliert auf Zeit, für NUR 4 Monate, Neues Bad und EbKü, Wohnesszi, Schlafzimmer und Arbeitszimmer;1.795;1.500;145;2000,00 plus Makler von einer Miete;203;3;Erdgeschoss;13469 Berlin Waidmannslust;Bad mit Fenster, Wanne und Dusche;;1970;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;März;;;;https://www.immowelt.de/expose/2dpgf5b
3-Zimmer-im Dachgeschoss-im Prenzlauer Berg!;2.976,48;2.544;305,28;;84;3;Dachgeschoss;10437 Berlin Prenzlauer Berg;Bad mit Wanne und Dusche;;1904;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2de4f5b
2-Zimmer-Dachgeschosswohnung im Prenzlauer Berg;2.524,01;2.322;85,91;;77;2;Dachgeschoss;10437 Berlin Prenzlauer Berg;Bad mit Wanne und Dusche;;1904;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dg3f5b
Schöne und geräumige 3 Zimmer Wohnung in Charlottenburg;2.300;2.007;200;3450;56;3;;10587 Berlin Charlottenburg;Bad mit Fenster und Dusche;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2db3f5b
hier ist es schön still: neues, großzügiges Dachgeschoss mit eigener Dachterrasse und EBK nahe Arnimplatz;3.865;3.405;220;Euro 10.215,-;136;3;5. Geschoss;10439 Berlin Prenzlauer Berg;Bad mit Fenster, Wanne und Dusche, Gäste-WC;;2024;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;ab sofort möglich;B;Luft-/Wasser-WP, Erdgas E;56,40;https://www.immowelt.de/expose/2d53f5b
Erstbezug! 3-Zimmer-Wohnung im Prenzlauer Berg;2.572,93;2.367;87,58;;78;3;Dachgeschoss;10437 Berlin Prenzlauer Berg;Bad mit Wanne und Dusche;;1904;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dm2f5b
3-Zimmer-Dachgeschosswohnung im Prenzlauer Berg;3.601,26;3.078;369,36;;102;3;Dachgeschoss;10437 Berlin Prenzlauer Berg;Bad mit Wanne und Dusche;;1904;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dwke5b
Zu Vermieten! Am Barbarossaplatz: Hochwertige voll möblierte 3-Zimmer-Neubauwohnung mit Balkon und 2 Bädern;3.790;3.480;310;;120;3;1. Geschoss;10781 Berlin Schöneberg;;;2018;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;B;FERN;70,00;https://www.immowelt.de/expose/2dlcv5p
Großzügige 4-Zimmer Wohnung in Weißensee!;1.914,85;1.696,01;218,84;5.088,03;109;4;1. Geschoss;13088 Berlin Weißensee;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2de4p5q
Schöne 3-Zimmer Wohnung, komplett hochwertig möbliert in Berlin Mitte verfügbar ab 11.02.2024;3.700;.;;3000;82;3;2. Geschoss;10115 Berlin Mitte;Bad mit Wanne und Dusche, WG-geeignet;;;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dxbf5c
Lichtdurchflutete, großzügige 5-Zimmer DG-Wohnung nahe Botanischem Garten;3.400;2.850;550;8550;162;5;4. Geschoss (Dachgeschoss);12203 Berlin Lichterfelde;Bad mit Fenster, Wanne und Dusche, Gäste-WC;Wellness:, Sauna;1996;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;;E;Fernwärme;141,00;https://www.immowelt.de/expose/2d97w5a
ACHTUNG NUR MIT WBS! Familienwohnung im Erdgeschoss mit Einbauküche und Terrasse!;897;619;129;1.857,00;71;3;Erdgeschoss;13125 Berlin Karow;;;1998;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;D;Fernwärme;;https://www.immowelt.de/expose/2d4e75q
Erstbezug- Lichterfülltes Wohnerlebnis im Dachgeschoss;3.560;3.200;360;;143;4;;13409 Berlin Reinickendorf;Gäste-WC;;2023;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;ab sofort;D;;;https://www.immowelt.de/expose/2d7r75m
Exklusive Maisonette-Wohnung nahe Gendarmenmarkt;5.897;4.897;1.000;;220;7;;10117 Berlin Mitte;Gäste-WC;;2007;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nach Vereinbarung;B;;;https://www.immowelt.de/expose/2d7gq5a
. Mailbox with registration! . WiFi . Electricity . Broadcasting license fee (GEZ-Gebühr);1.250;.;;1250;26;1;5. Geschoss;10249 Berlin Friedrichshain;Bad mit Dusche;Zustand:, Neubau;2023;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;16.08.2024;;;;https://www.immowelt.de/expose/2d96p5a
Moderne Neubau-Whg in der City-West!;1.958,50;1.717;241,50;€ 5.151,00;69;2;4. Geschoss;10627 Berlin Charlottenburg;Bad mit Dusche;Zustand:, Neubau;2021;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;ab 01.03.2024;C;Fernwärme;88,90;https://www.immowelt.de/expose/2dmxn5a
1 Zimmer mit Balkon ab dem  01.05.2024;964;832;79;2.496,00;38;1;2. Geschoss;13587 Berlin Spandau;Bad mit Dusche, barrierefrei;Zustand:, Neubau;2024;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;B;Fernwärme;70,90;https://www.immowelt.de/expose/2dc6k5a
Imposante Dachgeschosswohnung im Güntzelkiez;5.100;4.500;600;;281;8;;10717 Berlin Wilmersdorf;Gäste-WC;;1897;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;D;;;https://www.immowelt.de/expose/2dmlc5a
Barrierefreie 4-Zimmer-Mietwohnung, 2. OG, 80,3 m², Gäste-WC, EBK, Tiefgarage, Fahrstuhl, Kladow;2.083,53;1.766,38;317,15;3 NKM;80;4;2. Geschoss;14089 Berlin Kladow;Bad mit Dusche, Gäste-WC;;2024;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;C;;76,10;https://www.immowelt.de/expose/2db765a
Moderne 2-Zimmer-Mietwohnung, 51,9 m², EG, Garten, Terrasse, EBK, Tiefgarage, Fahrstuhl, Kladow;1.397,64;1.192,78;204,85;3 NKM;51;2;1. Geschoss;14089 Berlin Kladow;Bad mit Dusche;;2024;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;;76,20;https://www.immowelt.de/expose/2djl25m
Möblierte 3-Zimmer-Wohnung nahe Fernbahnhof Berlin-Spandau;977;728;249;;79;3;Erdgeschoss;13581 Berlin Spandau;Bad mit Wanne;;1965;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1965;;;;https://www.immowelt.de/expose/2dfs55a
möbliertes Apartment in Berlin;1.947,12;1.751;196,12;3 x Kaltmiete;65;2;;10115 Berlin Mitte;;;2018;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2d6k85m
Luxus-Dachgeschosswohnung mit Lift der direkt in das Penthouse führt in Toplage;3.400;2.900;350;3 Kaltmieten;156;4;2. Geschoss;14129 Berlin Nikolassee;Bad mit Fenster, Wanne und Dusche, barrierefrei;;2019;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;Gas;41,80;https://www.immowelt.de/expose/2d5a45a
Erstbezug: möblierte Wohnung mit exzellentem Energiewert;;1.500;181;4.500,00;45;2;;12157 Berlin Schöneberg;Bad mit Dusche;;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;;40,00;https://www.immowelt.de/expose/2dz945p
Sonnige Wohnung in Prenzlauer Berg - Untermiete befristet;;1.327;120;3.981,00;127;3;5. Geschoss;;;;1910;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;D;;129,00;https://www.immowelt.de/expose/2d57a5p
Erstbezug- Lichterfüllte Wohnung am Prager Platz;3.550;3.000;550;;132;5;;10779 Berlin Wilmersdorf;;;2024;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;ab sofort;A;;46,00;https://www.immowelt.de/expose/2d3yt59
Vollmöblierte 2-Zimmer-Wohnung auf Zeit in Friedrichshain!!;1.550;1.400;150;4.200,00;54;2;2. Geschoss;10247 Berlin Friedrichshain;;;1900;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;GAS;96,60;https://www.immowelt.de/expose/2dvnk59
Wohnen vis-à-vis des Volkspark Friedrichshain mit sonnigem Balkon;1.770;1.500;270;;67;2;;10249 Berlin Friedrichshain;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;C;;92,50;https://www.immowelt.de/expose/2dl7l5q
2-Zimmer Wohnung mit Balkon, Keller, Stellplatz und Waschraum in Waidmannslust;1.200;.;;3.000,00;50;2;Erdgeschoss;;;;1965;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2d69d59
2-Zimmer Wohnung mit Balkon, Keller, Stellplatz und Waschraum in Waidmannslust;1.200;.;;3.000,00;50;2;Erdgeschoss;;;;1965;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2da6d59
Erstbezug, 3 Zimmer Wohnung inkl. Einbauküche, Parkett, Gäste-WC, Smarthome, Balkon, Keller;1.893,47;1.598,47;295;4.795,41;84;3;2. Geschoss;12107 Berlin Mariendorf;;;;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dpnl5t
Geräumige 3-Zimmer-Wg. 5.OG Neubau in Alt-Treptow;2.400;2.100;300;6.300,00;105;3;5. Geschoss;12435 Berlin Alt-Treptow;Bad mit Dusche, barrierefrei, rollstuhlgerecht;Zustand:, Neubau;2019;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;2020;B;Fernwärme;55,20;https://www.immowelt.de/expose/2dva659
Dämeritzer Ufer - 2 Zimmer Dachgeschoss mit 32m² Sonnenterrasse;1.399;1.049;350;;70;2;2. Geschoss (Dachgeschoss);12589 Berlin Wilhelmshagen;Bad mit Dusche;;2021;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Fernwärme;56,30;https://www.immowelt.de/expose/2dxnq5r
Köpenick - 2 Zimmer im Neubau mit großem Balkon;1.197;981;108;3 Kaltmieten;72;2;1. Geschoss;12557 Berlin Köpenick;Bad mit Wanne;Zustand:, Neubau;2020;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.05.2024;A;Gas;38,20;https://www.immowelt.de/expose/2d3vz58
Saniertes wohnen in Lichterfelde;1.822,66;1.527,66;160;3 NKM;66;2;5. Geschoss;12203 Berlin Lichterfelde;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dglf5p
Modernisiert wohnen in Lichterfelde;1.691,41;1.418,41;150;3 NKM;61;2;9. Geschoss (Dachgeschoss);12203 Berlin Lichterfelde;WG-geeignet;;1972;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;D;;;https://www.immowelt.de/expose/2dhkf5p
Bezugsfertig +++ EBK +++ provisionsfrei! 2-Zimmer-Wohnung mit Garten;1.252,90;1.041,74;211,16;3125,22;56;2;Erdgeschoss;12524 Berlin Altglienicke;Bad mit Wanne und Dusche;Zustand:, Neubau;2023;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;2024;A+;Gas;27,30;https://www.immowelt.de/expose/2dndn58
Bezugsfertig +++ EBK +++ provisionsfrei! Kompakte 2-Zimmer-Wohnung;1.368,50;1.127;241,50;3381;64;2;1. Geschoss;12524 Berlin Altglienicke;Bad mit Wanne und Dusche;Zustand:, Neubau;2023;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;2024;A+;Gas;27,30;https://www.immowelt.de/expose/2dbbn58
Bezugsfertig +++ provisionsfrei! 2-Zimmer-Wohnung mit Süd-Westausrichtung;1.343,36;1.100,58;242,78;3301,74;64;2;1. Geschoss;12524 Berlin Altglienicke;Bad mit Wanne;Zustand:, Neubau;2023;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;2024;A+;Gas;27,30;https://www.immowelt.de/expose/2dmvm58
Bezugsfertig +++ provisionsfrei +++ Kompakte 2-Zimmer-Wohnung mit Süd-Westausrichtung;1.343,36;1.100,58;242,78;3301,74;64;2;1. Geschoss;12524 Berlin Altglienicke;Bad mit Wanne;Zustand:, Neubau;2023;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;2024;A+;Gas;27,30;https://www.immowelt.de/expose/2dttm58
Bezugsfertig +++ provisionsfrei +++ EBK+++Kompakte 2-Zimmer-Wohnung mit Süd-Ostausrichtung;1.227,35;1.015,74;211,61;3047,22;56;2;1. Geschoss;12524 Berlin Altglienicke;Bad mit Wanne;Zustand:, Neubau;2023;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;2024;A+;Gas;27,30;https://www.immowelt.de/expose/2dkqm58
4-Zimmer möblierte Wohnung im Schmargendorf, Gäste WC, TG Stellplatz, Neubau;;3.300;122;9.900,00;124;4;1. Geschoss;14199 Berlin Schmargendorf;Bad mit Wanne und Dusche, barrierefrei;;2016;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;;https://www.immowelt.de/expose/2dtba58
Offen geschnittene 4 Zimmer Wohnung mit ca. 119m², EBK und umlaufendem Balkon in Berlin-Mitte!;3.990;3.400;590;10.200,00;119;4;3. Geschoss;10117 Berlin Mitte;;;2019;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;FERN;66,00;https://www.immowelt.de/expose/2d6fl5q
Möbliertes Zimmer in Berlin ab sofort zu vermieten (keine ganze Wohnung);690;.;;700;20;1;1. Geschoss;12557 Berlin Köpenick;Bad mit Fenster und Dusche, Gäste-WC;;;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2d9dz57
2 x WG Zimmer ab sofort verfügbar;945;;;3 Monatskaltmieten;25;1;Erdgeschoss;13086 Berlin Heinersdorf;;2 Stellplätze;1935;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dmex57
2 x WG Zimmer ab sofort Verfügbar;895;;;3 Monatskaltmieten;16;1;Erdgeschoss;13086 Berlin Heinersdorf;;2 Stellplätze;1935;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d7ex57
2 x WG Zimmer ab sofort Verfügbar;875;;;3 Monatskaltmieten;13;1;Erdgeschoss;13086 Berlin Heinersdorf;;2 Stellplätze;1935;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dmdx57
Geräumige 3-Zimmer-Mietwohnung, 74,5 m², 2.OG, EBK, Balkon, Fahrstuhl, Tiefgarage, Kladow;1.933,29;1.639;294,29;3 NKM;74;3;3. Geschoss;14089 Berlin Kladow;Bad mit Dusche;;2024;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;;76,10;https://www.immowelt.de/expose/2dbft57
Wertvoll möbelierte Wohnung in Mitte für 1 Jahr zu mieten;;1.200;150;1500;50;2;;13355 Berlin Gesundbrunnen;;;1904;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;B;Fernwärme;90,00;https://www.immowelt.de/expose/2dweq57
Potsdamer Platz: Neubau-Wohnung mit Einbauküche provisionsfrei zu vermieten;;1.380;196;5.000,00;41;2;3. Geschoss;10785 Berlin Tiergarten;Bad mit Dusche;;2022;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;B;;63,00;https://www.immowelt.de/expose/2dn9q57
Erstbezug - Besuchen Sie unsere Musterwohnung;1.766,32;1.402,36;187,98;4.015,47;93;4;Erdgeschoss;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;;47,20;https://www.immowelt.de/expose/2d6kp57
Sensationelle TERRASSE-Wohnung im schönen Schöneberg;2.310;2.050;130;3 Nettokaltmieten;105;3;Erdgeschoss;10783 Berlin Schöneberg;Bad mit Wanne und Dusche, Gäste-WC;;2018;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;64,00;https://www.immowelt.de/expose/2dyxw5r
Möblierte Neubauwohnung mit Terrasse und Garten;1.995;1.800;195;7.500,00;65;2;Erdgeschoss;12353 Berlin Buckow;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;kurzfristig;;;;https://www.immowelt.de/expose/2d34a57
Schöne 3-Zimmer-Wohnung mit Terrasse und Einbauküche in ruhiger Lage!;;1.900;110;6.000,00;83;3;Erdgeschoss;13407 Berlin Wedding;Bad mit Fenster und Dusche;;1966;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;sofort;;Keine Angaben;;https://www.immowelt.de/expose/2d6r75h
+++Exklusive 3-Zimmer-Wohnung mit 2 Balkonen im Neubauquartier 'Ferdiands Garden'+++;1.672,26;1.391;281,26;4.173,00;80;3;5. Geschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;;;;https://www.immowelt.de/expose/2dyk557
