Title;Warm Price;Cold Price;Utilities Cost;Deposit;Room Size (m²);Number of Rooms;Level;Location;Amenities;Env;Year of Construction;Elevator;Parking;Kitchen;Balcony;Garden;Terrace;Move-in Date;Efficiency Class;Energy Source;Energy Demand;Link
Dein neues Zuhause im Zukunftsquartier SÜDKREUZ | 1-Zimmer Wohnung;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>32,30";536,83;;;16.62;1;"7
                                                                                    von 7"; 10829 Berlin, Schöneberg;Aufzug;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/34423524
Ein-Zimmer-Wohnung mit Ausblick im Studio B II;655;525;130;;19.5;1;1;;Aufzug;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;;;;https://www.wohnungsboerse.net/immodetail/34150900
Schöne, helle, ruhige 2-Zi. Dachgeschosswohnung  in Frohnau;1250;920;330;;73;2;"3
                                                                                    von 3"; 13465 Berlin, Frohnau;Keller, Tiere erlaubt, Verbrauchsausweis;;1987;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;17.3.2024;E;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/34404972
Modernes Wohnen in unmittelbarer Spree-Nähe: Möblierte Wohnung mit einladender Dachterrasse;780;590;190;;21.84;1;"1
                                                                                    von 11"; 10243 Berlin, Friedrichshain;Möbliert, Aufzug, Keller, KWK, Bedarfsausweis;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;keine Angabe;A;;;https://www.wohnungsboerse.net/immodetail/34423426
"Befristet auf 2 Jahre, nicht WG oder Familien geeignet!!! Erstbezug, exklusive Whg zentral &amp; am See";1375;1200;175;;62;2;"1
                                                                                    von 3"; 13158 Berlin, Rosenthal;Aufzug, Tiere erlaubt, Behindertengerecht, Erdwärme, Energieausweis in Vorbereitung;;2024;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;20.3.2024;;;;https://www.wohnungsboerse.net/immodetail/34423442
Traumhafte 3-Zimmer-Wohnung direkt am Schlosspark Charlottenburg zu vermieten;2620;2250;370;;102.08;3;"4
                                                                                    von 4"; 14059 Berlin, Charlottenburg;Aufzug, Keller, Tiere erlaubt;;2021;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.5.2024;;;;https://www.wohnungsboerse.net/immodetail/34410272
Eindrucksvolle 5 Zimmerwohnung im Herzen von Berlin;7022,61;5716,98;1305,63;;290.14;5;"7
                                                                                    von 7"; 10117 Berlin, Mitte;Aufzug, Tiere erlaubt, Behindertengerecht, Energieausweis in Vorbereitung;;2015;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Fernwärme;;https://www.wohnungsboerse.net/immodetail/32461607
"Berlin-City, Regierungsviertel, möbliert &amp; Erstbezug nach Luxus- Renovierung";1270;995;275;;41;1;; 10715 Berlin, Tiergarten;Möbliert, Keller;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2024;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/33719646
*NEU* 5er-WG-geeignete Dachgeschosswohnung mit Einbauküche und 4 Terrassen in Charlottenburg;4357,62;3749,58;608,04;;201;6;"5
                                                                                    von 5";;Tiere erlaubt, Verbrauchsausweis;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/34005210
Möbliertes Wohnen am Viktoriapark - Ecke Kreuzberg/Tempelhof;1550;1550;;;45;2;"1
                                                                                    von 8"; 10965 Berlin, Tempelhof;Möbliert, Aufzug, Keller, Verbrauchsausweis;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.4.2024;D;;;https://www.wohnungsboerse.net/immodetail/34365193
frei BIS August 2024: Geschmackvolle 3-Z Wohnung mit Balkon und EBK in Prenzlauer Berg;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>21,38";1390;;;65;3;"4
                                                                                    von 5"; 10437 Berlin, Prenzlauer Berg;Keller, Tiere erlaubt, Energieausweis in Vorbereitung;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;16.3.2024;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/34399222
Nachmieter in Berlin Charlottenburg gesucht;1820;1600;220;;71.5;2.5;"2
                                                                                    von 5";;Aufzug, Keller, Behindertengerecht;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.5.2024;;;;https://www.wohnungsboerse.net/immodetail/34402709
Ferienwohnung in Berlin am Kurfürstendamm;2850;2600;250;;80.2;4;"6
                                                                                    von 6";;Aufzug, Verbrauchsausweis;;1987;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;D;Fernwärme;;https://www.wohnungsboerse.net/immodetail/34422370
Tolle 2 Zimmer WE mit Balkon im beliebten Kiez Petersburger Strasse;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>18,90";1550;;;82;2;"1
                                                                                    von 5"; 10249 Berlin, Friedrichshain;Keller, Verbrauchsausweis, NOT_APPLICABLE;;1905;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/34422315
Stilvolle, geräumige 1-Zimmer-Wohnung mit Balkon und EBK in Berlin;1400;1150;250;;39;1;"3
                                                                                    von 6";;Aufzug, Keller, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.4.2024;;;;https://www.wohnungsboerse.net/immodetail/34422330
Vollständig renovierte 3-Zimmer-Wohnung mit Balkon und EBK in Berlin;1600;1250;350;;68;3;"1
                                                                                    von 4"; 13587 Berlin, Spandau;Aufzug, Keller, Tiere erlaubt, Energieausweis in Vorbereitung;;1994;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/34422337
+WG GRÜNDUNG ! BITTE INSERAT RICHTIG LESEN! PENTHOUSE-ZWEI BALKONE-EINBAUKÜCHE-KLIMAANLAGE-GÄSTEWC+;1500;1340;160;;40;1.5;"5
                                                                                    von 5";;Bedarfsausweis, NOT_APPLICABLE;;2023;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nach VB;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/34422277
+WG GRÜNDUNG ! BITTE INSERAT RICHTIG LESEN!+PENTHOUSE-ZWEI BALKONE-EINBAUKÜCHE-KLIMAANLAGE-GÄSTEWC+;2000;1790;210;;60;2;"5
                                                                                    von 5";;Bedarfsausweis, NOT_APPLICABLE;;2023;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nach VB;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/34422278
NEUBAU, Erstbezug, möblierte 2-Zimmer Wohnung in TOP Lage mit Balkon in Berlin, KfW 55;1670;1540;130;;43.5;2;"1
                                                                                    von 6"; 10245 Berlin, Friedrichshain;Möbliert, Aufzug, Keller, Neubau, Tiere erlaubt, Bedarfsausweis;;2023;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;20.3.2024;A;Fernwärme;;https://www.wohnungsboerse.net/immodetail/34252741
Wunderschöne und luxuriöse Altbauwohnung 5 Minuten von der Spree entfernt;3000;2700;300;;107;3;"3
                                                                                    von 5"; 10557 Berlin, Tiergarten;Keller, Altbau;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;1.7.2024;;;;https://www.wohnungsboerse.net/immodetail/34189709
Exklusive, geräumige, möblierte 2-Zimmer WHG mit Balkon und EBK in Charlottenburg;2200;2000;200;;78;2;"1
                                                                                    von 6"; 10585 Berlin, Charlottenburg;Möbliert, Aufzug, Tiere erlaubt, Behindertengerecht;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.5.2024;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/34236276
